student_token,term,academic_career,faculty_code,faculty_descr,academic_plan,academic_plan_descr,academic_plan_type,academic_plan_type_descr,academic_program,academic_program_descr,degree,degree_descr,admit_term,completion_term,degree_checkout_status_descr
mk_8510dc25be047ac5b30bb58dba7fd872023cada5,1410.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1310.0,1610.0,Degree Awarded
mk_8510dc25be047ac5b30bb58dba7fd872023cada5,1320.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1310.0,1610.0,Degree Awarded
mk_8510dc25be047ac5b30bb58dba7fd872023cada5,1420.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1310.0,1610.0,Degree Awarded
mk_8510dc25be047ac5b30bb58dba7fd872023cada5,1610.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1310.0,1610.0,Degree Awarded
mk_8510dc25be047ac5b30bb58dba7fd872023cada5,1510.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1310.0,1610.0,Degree Awarded
mk_8510dc25be047ac5b30bb58dba7fd872023cada5,1310.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1310.0,1610.0,Degree Awarded
mk_69e0795586f591839d9b7c125666d306bb947b54,1510.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_69e0795586f591839d9b7c125666d306bb947b54,1610.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_69e0795586f591839d9b7c125666d306bb947b54,1820.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_69e0795586f591839d9b7c125666d306bb947b54,1710.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_69e0795586f591839d9b7c125666d306bb947b54,1720.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_69e0795586f591839d9b7c125666d306bb947b54,1620.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_69e0795586f591839d9b7c125666d306bb947b54,1520.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_69e0795586f591839d9b7c125666d306bb947b54,1810.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_69e0795586f591839d9b7c125666d306bb947b54,1640.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_5d4faeda5e277be5cf86b9e472598f14cedc6592,1620.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_5d4faeda5e277be5cf86b9e472598f14cedc6592,1710.0,UGRD,2.0,BIZ,Z000INTCUG,CDP - Internal (UG),CDP,Concurrent Degree Programme,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_5d4faeda5e277be5cf86b9e472598f14cedc6592,1720.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_5d4faeda5e277be5cf86b9e472598f14cedc6592,1510.0,UGRD,2.0,BIZ,Z000INTCUG,CDP - Internal (UG),CDP,Concurrent Degree Programme,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_5d4faeda5e277be5cf86b9e472598f14cedc6592,1520.0,UGRD,2.0,BIZ,Z000INTCUG,CDP - Internal (UG),CDP,Concurrent Degree Programme,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_5d4faeda5e277be5cf86b9e472598f14cedc6592,1610.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_5d4faeda5e277be5cf86b9e472598f14cedc6592,1510.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_5d4faeda5e277be5cf86b9e472598f14cedc6592,1820.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_5d4faeda5e277be5cf86b9e472598f14cedc6592,1810.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_5d4faeda5e277be5cf86b9e472598f14cedc6592,1520.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_5d4faeda5e277be5cf86b9e472598f14cedc6592,1710.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_5d4faeda5e277be5cf86b9e472598f14cedc6592,1620.0,UGRD,2.0,BIZ,Z000INTCUG,CDP - Internal (UG),CDP,Concurrent Degree Programme,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_5d4faeda5e277be5cf86b9e472598f14cedc6592,1610.0,UGRD,2.0,BIZ,Z000INTCUG,CDP - Internal (UG),CDP,Concurrent Degree Programme,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_5d4faeda5e277be5cf86b9e472598f14cedc6592,1720.0,UGRD,2.0,BIZ,Z000INTCUG,CDP - Internal (UG),CDP,Concurrent Degree Programme,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1510.0,1820.0,Degree Awarded
mk_20c6f46ae0fd147592b54b7bc4acfeea859ce5ab,1520.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1310.0,1620.0,Degree Awarded
mk_20c6f46ae0fd147592b54b7bc4acfeea859ce5ab,1310.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1310.0,1620.0,Degree Awarded
mk_20c6f46ae0fd147592b54b7bc4acfeea859ce5ab,1620.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1310.0,1620.0,Degree Awarded
mk_20c6f46ae0fd147592b54b7bc4acfeea859ce5ab,1410.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1310.0,1620.0,Degree Awarded
mk_20c6f46ae0fd147592b54b7bc4acfeea859ce5ab,1510.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1310.0,1620.0,Degree Awarded
mk_20c6f46ae0fd147592b54b7bc4acfeea859ce5ab,1610.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1310.0,1620.0,Degree Awarded
mk_20c6f46ae0fd147592b54b7bc4acfeea859ce5ab,1420.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1310.0,1620.0,Degree Awarded
mk_20c6f46ae0fd147592b54b7bc4acfeea859ce5ab,1320.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1310.0,1620.0,Degree Awarded
mk_45fd6ea1bd462556960bf14c22123c970df0306a,1420.0,UGRD,2.0,BIZ,AQ00POLAAQ,Polytechnic Req Track-UGRD,AAR,AA Requirement,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1610.0,Degree Awarded
mk_45fd6ea1bd462556960bf14c22123c970df0306a,1410.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1610.0,Degree Awarded
mk_45fd6ea1bd462556960bf14c22123c970df0306a,1520.0,UGRD,2.0,BIZ,AQ00POLAAQ,Polytechnic Req Track-UGRD,AAR,AA Requirement,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1610.0,Degree Awarded
mk_45fd6ea1bd462556960bf14c22123c970df0306a,1610.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1610.0,Degree Awarded
mk_45fd6ea1bd462556960bf14c22123c970df0306a,1510.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1610.0,Degree Awarded
mk_45fd6ea1bd462556960bf14c22123c970df0306a,1420.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1610.0,Degree Awarded
mk_45fd6ea1bd462556960bf14c22123c970df0306a,1410.0,UGRD,2.0,BIZ,AQ00POLAAQ,Polytechnic Req Track-UGRD,AAR,AA Requirement,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1610.0,Degree Awarded
mk_45fd6ea1bd462556960bf14c22123c970df0306a,1610.0,UGRD,2.0,BIZ,AQ00POLAAQ,Polytechnic Req Track-UGRD,AAR,AA Requirement,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1610.0,Degree Awarded
mk_45fd6ea1bd462556960bf14c22123c970df0306a,1510.0,UGRD,2.0,BIZ,AQ00POLAAQ,Polytechnic Req Track-UGRD,AAR,AA Requirement,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1610.0,Degree Awarded
mk_45fd6ea1bd462556960bf14c22123c970df0306a,1520.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1410.0,1610.0,Degree Awarded
mk_8017c49c578e57dad2ce3cbeeaec91cbeca48b7b,1020.0,GRAD,2.0,BIZ,0200APECWK,APEX MBA (English),GDC,Graduate Coursework,M0212,Asia-Pacific Executive MBA(EN),M021200,Master of Business Administration,1010.0,1320.0,Degree Awarded
mk_8017c49c578e57dad2ce3cbeeaec91cbeca48b7b,1010.0,GRAD,2.0,BIZ,0200APECWK,APEX MBA (English),GDC,Graduate Coursework,M0212,Asia-Pacific Executive MBA(EN),M021200,Master of Business Administration,1010.0,1320.0,Degree Awarded
mk_8017c49c578e57dad2ce3cbeeaec91cbeca48b7b,1210.0,GRAD,2.0,BIZ,0200APECWK,APEX MBA (English),GDC,Graduate Coursework,M0212,Asia-Pacific Executive MBA(EN),M021200,Master of Business Administration,1010.0,1320.0,Degree Awarded
mk_8017c49c578e57dad2ce3cbeeaec91cbeca48b7b,1310.0,GRAD,2.0,BIZ,0200APECWK,APEX MBA (English),GDC,Graduate Coursework,M0212,Asia-Pacific Executive MBA(EN),M021200,Master of Business Administration,1010.0,1320.0,Degree Awarded
mk_8017c49c578e57dad2ce3cbeeaec91cbeca48b7b,1320.0,GRAD,2.0,BIZ,0200APECWK,APEX MBA (English),GDC,Graduate Coursework,M0212,Asia-Pacific Executive MBA(EN),M021200,Master of Business Administration,1010.0,1320.0,Degree Awarded
mk_8017c49c578e57dad2ce3cbeeaec91cbeca48b7b,1120.0,GRAD,2.0,BIZ,0200APECWK,APEX MBA (English),GDC,Graduate Coursework,M0212,Asia-Pacific Executive MBA(EN),M021200,Master of Business Administration,1010.0,1320.0,Degree Awarded
mk_8017c49c578e57dad2ce3cbeeaec91cbeca48b7b,1220.0,GRAD,2.0,BIZ,0200APECWK,APEX MBA (English),GDC,Graduate Coursework,M0212,Asia-Pacific Executive MBA(EN),M021200,Master of Business Administration,1010.0,1320.0,Degree Awarded
mk_8017c49c578e57dad2ce3cbeeaec91cbeca48b7b,1110.0,GRAD,2.0,BIZ,0200APECWK,APEX MBA (English),GDC,Graduate Coursework,M0212,Asia-Pacific Executive MBA(EN),M021200,Master of Business Administration,1010.0,1320.0,Degree Awarded
mk_9b1118d421f31898fe345ae0b295ac35dd6f2bf3,1220.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_9b1118d421f31898fe345ae0b295ac35dd6f2bf3,1510.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_9b1118d421f31898fe345ae0b295ac35dd6f2bf3,1310.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_9b1118d421f31898fe345ae0b295ac35dd6f2bf3,1210.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_9b1118d421f31898fe345ae0b295ac35dd6f2bf3,1320.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_9b1118d421f31898fe345ae0b295ac35dd6f2bf3,1410.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_9b1118d421f31898fe345ae0b295ac35dd6f2bf3,1420.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_9b1118d421f31898fe345ae0b295ac35dd6f2bf3,1220.0,UGRD,2.0,BIZ,1502ANGSPL,UTown Residential Prog-Angsana,SPL,Special Plan,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_9b1118d421f31898fe345ae0b295ac35dd6f2bf3,1520.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_9b1118d421f31898fe345ae0b295ac35dd6f2bf3,1210.0,UGRD,2.0,BIZ,1502ANGSPL,UTown Residential Prog-Angsana,SPL,Special Plan,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_9b1118d421f31898fe345ae0b295ac35dd6f2bf3,1310.0,UGRD,2.0,BIZ,1502ANGSPL,UTown College Prog-CAPT,SPL,Special Plan,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_9b1118d421f31898fe345ae0b295ac35dd6f2bf3,1320.0,UGRD,2.0,BIZ,1502ANGSPL,UTown College Prog-CAPT,SPL,Special Plan,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_abe68b36f6822487bc8757d68c71dabc51bb3ac8,1220.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1210.0,1320.0,Degree Awarded
mk_abe68b36f6822487bc8757d68c71dabc51bb3ac8,1310.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1210.0,1320.0,Degree Awarded
mk_abe68b36f6822487bc8757d68c71dabc51bb3ac8,1320.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1210.0,1320.0,Degree Awarded
mk_abe68b36f6822487bc8757d68c71dabc51bb3ac8,1230.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1210.0,1320.0,Degree Awarded
mk_abe68b36f6822487bc8757d68c71dabc51bb3ac8,1210.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1210.0,1320.0,Degree Awarded
mk_abe68b36f6822487bc8757d68c71dabc51bb3ac8,1240.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1210.0,1320.0,Degree Awarded
mk_09e3bc0fac9a1686209da0b47852a8d5c8473d32,1210.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1010.0,1320.0,Degree Awarded
mk_09e3bc0fac9a1686209da0b47852a8d5c8473d32,1020.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1010.0,1320.0,Degree Awarded
mk_09e3bc0fac9a1686209da0b47852a8d5c8473d32,1320.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1010.0,1320.0,Degree Awarded
mk_09e3bc0fac9a1686209da0b47852a8d5c8473d32,1110.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1010.0,1320.0,Degree Awarded
mk_09e3bc0fac9a1686209da0b47852a8d5c8473d32,1120.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1010.0,1320.0,Degree Awarded
mk_09e3bc0fac9a1686209da0b47852a8d5c8473d32,1220.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1010.0,1320.0,Degree Awarded
mk_09e3bc0fac9a1686209da0b47852a8d5c8473d32,1310.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1010.0,1320.0,Degree Awarded
mk_09e3bc0fac9a1686209da0b47852a8d5c8473d32,1010.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1010.0,1320.0,Degree Awarded
mk_09e3bc0fac9a1686209da0b47852a8d5c8473d32,1140.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1010.0,1320.0,Degree Awarded
mk_2cf0a0f4c756c07e6e17c7c62070060856466565,1120.0,UGRD,2.0,BIZ,0200ACCMAJ,Accountancy,MAJ,Major,B0210,Bachelor of Business Admin,B021001,Bachelor of Business Administration (Accountancy),1010.0,1220.0,Degree Awarded
mk_2cf0a0f4c756c07e6e17c7c62070060856466565,1220.0,UGRD,2.0,BIZ,0200ACCMAJ,Accountancy,MAJ,Major,B0210,Bachelor of Business Admin,B021001,Bachelor of Business Administration (Accountancy),1010.0,1220.0,Degree Awarded
mk_2cf0a0f4c756c07e6e17c7c62070060856466565,1140.0,UGRD,2.0,BIZ,0200ACCMAJ,Accountancy,MAJ,Major,B0210,Bachelor of Business Admin,B021001,Bachelor of Business Administration (Accountancy),1010.0,1220.0,Degree Awarded
mk_2cf0a0f4c756c07e6e17c7c62070060856466565,1020.0,UGRD,2.0,BIZ,0200ACCMAJ,Accountancy,MAJ,Major,B0210,Bachelor of Business Admin,B021001,Bachelor of Business Administration (Accountancy),1010.0,1220.0,Degree Awarded
mk_2cf0a0f4c756c07e6e17c7c62070060856466565,1210.0,UGRD,2.0,BIZ,0200ACCMAJ,Accountancy,MAJ,Major,B0210,Bachelor of Business Admin,B021001,Bachelor of Business Administration (Accountancy),1010.0,1220.0,Degree Awarded
mk_2cf0a0f4c756c07e6e17c7c62070060856466565,1110.0,UGRD,2.0,BIZ,0200ACCMAJ,Accountancy,MAJ,Major,B0210,Bachelor of Business Admin,B021001,Bachelor of Business Administration (Accountancy),1010.0,1220.0,Degree Awarded
mk_2cf0a0f4c756c07e6e17c7c62070060856466565,1010.0,UGRD,2.0,BIZ,0200ACCMAJ,Accountancy,MAJ,Major,B0210,Bachelor of Business Admin,B021001,Bachelor of Business Administration (Accountancy),1010.0,1220.0,Degree Awarded
mk_d6d6b1bcb1e5c56ac9528ea4e0a1d58ad04041e5,1220.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_d6d6b1bcb1e5c56ac9528ea4e0a1d58ad04041e5,1210.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_d6d6b1bcb1e5c56ac9528ea4e0a1d58ad04041e5,1320.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_d6d6b1bcb1e5c56ac9528ea4e0a1d58ad04041e5,1510.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_d6d6b1bcb1e5c56ac9528ea4e0a1d58ad04041e5,1410.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_d6d6b1bcb1e5c56ac9528ea4e0a1d58ad04041e5,1420.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_d6d6b1bcb1e5c56ac9528ea4e0a1d58ad04041e5,1520.0,UGRD,2.0,BIZ,0200BBAHON,BBA (Hons),HON,Honors,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_d6d6b1bcb1e5c56ac9528ea4e0a1d58ad04041e5,1310.0,UGRD,2.0,BIZ,0200BBAMAJ,BBA,MAJ,Major,B0210,Bachelor of Business Admin,B021000,Bachelor of Business Administration,1210.0,1520.0,Degree Awarded
mk_bf0c47488e9011d8bca29e8558bc72b7ded5d17f,1210.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1110.0,1210.0,Degree Awarded
mk_bf0c47488e9011d8bca29e8558bc72b7ded5d17f,1130.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1110.0,1210.0,Degree Awarded
mk_bf0c47488e9011d8bca29e8558bc72b7ded5d17f,1110.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1110.0,1210.0,Degree Awarded
mk_bf0c47488e9011d8bca29e8558bc72b7ded5d17f,1140.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1110.0,1210.0,Degree Awarded
mk_bf0c47488e9011d8bca29e8558bc72b7ded5d17f,1120.0,GRAD,2.0,BIZ,0200MBACWK,MBA,GDC,Graduate Coursework,M0210,Master of Business Admin,M021000,Master of Business Administration,1110.0,1210.0,Degree Awarded
mk_7225b131d423b997e8e15634d72fa728d2947346,1620.0,GRAD,2.0,BIZ,0200BZACWK,Business Analytics,GDC,Graduate Coursework,M0220,Master of Science (BZA),M022000,Master of Science (Business Analytics),1510.0,1710.0,Degree Awarded
mk_7225b131d423b997e8e15634d72fa728d2947346,1510.0,GRAD,2.0,BIZ,0200BZACWK,Business Analytics,GDC,Graduate Coursework,M0220,Master of Science (BZA),M022000,Master of Science (Business Analytics),1510.0,1710.0,Degree Awarded
mk_7225b131d423b997e8e15634d72fa728d2947346,1530.0,GRAD,2.0,BIZ,0200BZACWK,Business Analytics,GDC,Graduate Coursework,M0220,Master of Science (BZA),M022000,Master of Science (Business Analytics),1510.0,1710.0,Degree Awarded
mk_7225b131d423b997e8e15634d72fa728d2947346,1540.0,GRAD,2.0,BIZ,0200BZACWK,Business Analytics,GDC,Graduate Coursework,M0220,Master of Science (BZA),M022000,Master of Science (Business Analytics),1510.0,1710.0,Degree Awarded
mk_7225b131d423b997e8e15634d72fa728d2947346,1640.0,GRAD,2.0,BIZ,0200BZACWK,Business Analytics,GDC,Graduate Coursework,M0220,Master of Science (BZA),M022000,Master of Science (Business Analytics),1510.0,1710.0,Degree Awarded
mk_7225b131d423b997e8e15634d72fa728d2947346,1710.0,GRAD,2.0,BIZ,0200BZACWK,Business Analytics,GDC,Graduate Coursework,M0220,Master of Science (BZA),M022000,Master of Science (Business Analytics),1510.0,1710.0,Degree Awarded
mk_7225b131d423b997e8e15634d72fa728d2947346,1610.0,GRAD,2.0,BIZ,0200BZACWK,Business Analytics,GDC,Graduate Coursework,M0220,Master of Science (BZA),M022000,Master of Science (Business Analytics),1510.0,1710.0,Degree Awarded
mk_7225b131d423b997e8e15634d72fa728d2947346,1630.0,GRAD,2.0,BIZ,0200BZACWK,Business Analytics,GDC,Graduate Coursework,M0220,Master of Science (BZA),M022000,Master of Science (Business Analytics),1510.0,1710.0,Degree Awarded
mk_7225b131d423b997e8e15634d72fa728d2947346,1520.0,GRAD,2.0,BIZ,0200BZACWK,Business Analytics,GDC,Graduate Coursework,M0220,Master of Science (BZA),M022000,Master of Science (Business Analytics),1510.0,1710.0,Degree Awarded
